,Variance
10747,268.5
10748,208.6875
10749,858.75
10750,321.1875
10751,1831.1875
10752,236.1875
10753,101.1875
10754,923.1875
10755,38.25
10756,1638.1875
10757,157.25
10758,251.6875
10759,1462.1875
10760,6032.6875
10761,8790.75
10762,515.6875
10763,945.25
10764,15943.5
10765,1307.1875
10766,1239.6875
10767,400.5
10768,666.1875
10769,749.25
10770,2197.5
10771,617.1875
10772,953.25
10773,1462.25
10774,1132.25
10775,787.1875
10776,134.1875
10777,7.25
10778,11.6875
10779,513.5
10780,9295.25
10781,6478.6875
10782,10314.75
10783,1930.25
10784,2152.25
10785,882.5
10786,938.5
10787,246.6875
10788,1078.75
10789,951.6875
10790,5353.1875
10791,1189.6875
10792,1694.25
10793,305.25
10794,1529.1875
10795,1125.1875
10796,144.1875
10797,2542.25
10798,868.5
10799,1047.6875
10800,116.1875
10801,176.1875
10802,68.1875
10803,843.6875
10804,7716.5
10805,8945.6875
10806,10343.25
10807,283.5
10808,717.6875
10809,1798.25
10810,162.6875
10811,253.0
10812,508.5
10813,510.6875
10814,113.1875
10815,4167.6875
10816,4302.1875
10817,1535.25
10818,1055.25
10819,775.25
10820,556.5
10821,2027.25
10822,1321.1875
10823,2268.1875
10824,351.5
10825,34.75
10826,40.1875
10827,713.25
10828,7028.6875
10829,7497.6875
10830,7783.6875
10831,401.5
10832,1233.5
10833,2646.1875
10834,912.1875
10835,146.0
10836,337.1875
10837,1781.6875
10838,259.1875
10839,2282.5
10840,241.0
10841,134.75
10842,1452.5
10843,1011.25
10844,1527.5
10845,3166.1875
10846,1146.6875
10847,1431.1875
10848,1188.75
10849,16.25
10850,82.5
10851,578.6875
10852,7757.1875
10853,12556.1875
10854,8763.5
10855,1226.0
10856,2101.6875
10857,166.75
10858,73.25
10859,111.5
10860,621.6875
10861,875.0
10862,538.6875
10863,2301.1875
10864,12.6875
10865,828.1875
10866,5392.25
10867,1160.1875
10868,11206.5
10869,1436.5
10870,1181.1875
10871,1178.6875
10872,302.5
10873,29.6875
10874,45.0
10875,480.6875
10876,4582.6875
10877,5748.75
10878,3754.25
10879,3732.1875
10880,2113.25
10881,740.1875
10882,1032.6875
10883,195.6875
10884,3026.6875
10885,494.1875
10886,1532.25
10887,1228.5
10888,308.1875
10889,3653.1875
10890,3528.1875
10891,846.6875
10892,1157.1875
10893,922.1875
10894,847.25
10895,3428.0
10896,6303.1875
10897,581.25
10898,731.25
10899,109.25
10900,1032.75
10901,228.1875
10902,426.1875
10903,2927.1875
10904,8342.1875
10905,3450.25
10906,2360.6875
10907,431.6875
10908,485.5
10909,567.25
10910,1957.1875
10911,2536.5
10912,2973.6875
10913,1173.6875
10914,684.0
10915,891.25
10916,1634.1875
10917,1131.5
10918,378.1875
10919,3854.75
10920,793.6875
10921,321.6875
10922,415.5
10923,49.1875
10924,675.0
10925,144.6875
10926,652.6875
10927,1059.1875
10928,5111.1875
10929,4164.0
10930,571.25
10931,91.25
10932,2358.5
10933,647.6875
10934,554.75
10935,324.6875
10936,270.6875
10937,1739.6875
10938,1757.5
10939,437.0
10940,1129.0
10941,594.1875
10942,421.1875
10943,426.5
10944,314.5
10945,36.6875
10946,66.0
10947,516.6875
10948,8978.75
10949,7584.6875
10950,6933.6875
10951,698.75
10952,1257.1875
10953,2355.6875
10954,1955.25
10955,1035.6875
10956,110.5
10957,2164.6875
10958,1214.5
10959,33.5
10960,530.75
10961,687.5
10962,5086.6875
10963,751.5
10964,2681.25
10965,2644.6875
10966,1592.25
10967,1067.25
10968,106.1875
10969,67.6875
10970,9.6875
10971,712.0
10972,8158.25
10973,8333.6875
10974,7414.25
10975,34407.25
10976,24167.1875
10977,3138.1875
10978,652.6875
10979,4036.25
10980,1630.1875
10981,486.6875
10982,718.1875
10983,3902.5
10984,699.6875
10985,1353.5
10986,2291.5
10987,812.5
10988,1011.6875
10989,2732.25
10990,264.25
10991,945.6875
10992,674.1875
10993,50.5
10994,69.0
10995,981.6875
10996,7542.25
10997,8385.0
10998,11378.6875
10999,652.5
11000,646.1875
11001,5016.1875
11002,1836.1875
11003,1685.25
11004,1430.1875
11005,901.6875
11006,562.5
11007,1005.5
11008,820.25
11009,294.1875
11010,1766.0
11011,3636.5
11012,498.1875
11013,3181.5
11014,968.1875
11015,763.6875
11016,301.1875
11017,63.6875
11018,41.0
11019,549.6875
11020,6653.0
11021,7883.1875
11022,11212.1875
11023,1161.0
11024,572.1875
11025,1735.25
11026,2014.25
11027,1649.5
11028,1677.6875
11029,392.1875
11030,650.75
11031,1778.6875
11032,30.6875
11033,1815.6875
11034,900.25
11035,1673.1875
11036,2940.25
11037,6237.25
11038,883.1875
11039,2338.25
11040,523.1875
11041,87.6875
11042,25.6875
11043,1009.6875
11044,5738.25
11045,10877.1875
11046,13185.6875
11047,2442.5
11048,2198.5
11049,925.1875
11050,2324.75
11051,2295.6875
11052,1735.1875
11053,265.6875
11054,6201.0
11055,2634.5
11056,794.1875
11057,250.1875
11058,34.5
11059,1480.6875
11060,1300.25
11061,236.1875
11062,522.5
11063,2669.6875
11064,533.1875
11065,182.1875
11066,178.1875
11067,212.1875
11068,1282.6875
11069,221.6875
11070,193.6875
11071,2788.6875
11072,5763.5
11073,3258.0
11074,354.1875
11075,2225.0
11076,1106.0
11077,2004.5
11078,453.6875
11079,2692.1875
11080,81.0
11081,1028.1875
11082,528.1875
11083,873.5
11084,658.75
11085,3597.25
11086,778.6875
11087,2834.1875
11088,414.6875
11089,69.1875
11090,1047.5
11091,54.6875
11092,2132.0
11093,258.6875
11094,178.5
11095,3295.6875
11096,5338.6875
11097,880.1875
11098,618.75
11099,3053.1875
11100,400.6875
11101,1497.5
11102,1008.1875
11103,382.1875
11104,150.6875
11105,831.6875
11106,913.6875
11107,2492.1875
11108,438.6875
11109,823.5
11110,969.6875
11111,1956.5
11112,509.1875
11113,138.6875
11114,48.1875
11115,641.6875
11116,11243.1875
11117,8505.1875
11118,10962.1875
11119,153.5
11120,2097.25
11121,4138.1875
11122,1476.5
11123,1938.5
11124,618.5
11125,731.1875
11126,122.6875
11127,1968.6875
11128,805.6875
11129,233.1875
11130,9572.1875
11131,563.6875
11132,981.5
11133,3119.5
11134,734.0
11135,1901.25
11136,93.1875
11137,37.5
11138,16.6875
11139,731.5
11140,7844.75
11141,9736.75
11142,9478.1875
11143,612.5
11144,823.5
11145,1881.6875
11146,1039.25
11147,1445.25
11148,911.25
11149,1172.25
11150,1020.25
11151,1443.5
11152,411.1875
11153,1340.6875
11154,1933.1875
11155,1929.1875
11156,977.5
11157,4286.6875
11158,680.6875
11159,1788.1875
11160,345.5
11161,5.1875
11162,51.25
11163,876.5
11164,10254.6875
11165,14279.25
11166,8094.6875
11167,787.25
11168,904.25
11169,1519.25
11170,456.5
11171,1162.75
11172,328.25
11173,451.5
11174,1236.5
11175,4273.6875
11176,687.6875
11177,1413.6875
11178,1158.1875
11179,1311.5
11180,2106.5
11181,2537.25
11182,1962.25
11183,1461.25
11184,753.1875
11185,42.1875
11186,84.6875
11187,882.1875
11188,7808.5
11189,12072.6875
11190,4769.6875
11191,703.25
11192,617.1875
11193,132.1875
11194,192.75
11195,417.6875
11196,591.6875
11197,502.0
11198,4663.6875
11199,1360.25
11200,1373.1875
11201,331.5
11202,288.1875
11203,5810.1875
11204,529.25
11205,1933.1875
11206,4637.1875
11207,913.6875
11208,286.6875
11209,90.5
11210,11.0
11211,1152.1875
11212,10486.6875
11213,10490.5
11214,11907.25
11215,354.6875
11216,2163.5
11217,561.5
11218,670.5
11219,1287.25
11220,2144.1875
11221,3404.75
11222,1120.1875
11223,425.6875
11224,3044.75
11225,340.1875
11226,306.6875
11227,6982.5
11228,1357.0
11229,166.5
11230,2204.1875
11231,2053.6875
11232,181.25
11233,180.1875
11234,332.6875
11235,100.6875
11236,824.75
11237,795.6875
11238,1435.6875
11239,7548.6875
11240,2748.25
11241,2963.25
11242,1519.25
11243,2741.6875
11244,185.0
11245,2084.1875
11246,2910.1875
11247,1326.6875
11248,291.6875
11249,553.5
11250,799.5
11251,1770.75
11252,661.6875
11253,1547.1875
11254,631.5
11255,990.6875
11256,268.5
11257,184.25
11258,441.25
11259,16.6875
11260,1316.25
11261,337.1875
11262,458.6875
11263,4880.25
11264,5138.75
11265,5084.1875
11266,1310.75
11267,6174.5
11268,678.5
11269,75.0
11270,1052.75
11271,987.1875
11272,1671.5
11273,968.6875
11274,305.25
11275,1180.25
11276,400.25
11277,350.1875
11278,525.1875
11279,894.6875
11280,418.5
11281,15.5
11282,31.25
11283,320.25
11284,10026.5
11285,11527.25
11286,4439.5
11287,1715.6875
11288,531.25
11289,1548.6875
11290,171.6875
11291,1504.6875
11292,852.25
11293,549.6875
11294,2216.1875
11295,2812.1875
11296,78.6875
11297,1676.0
11298,10038.75
11299,2280.6875
11300,408.25
11301,1499.1875
11302,876.5
11303,1470.75
11304,428.1875
11305,38.6875
11306,78.1875
11307,733.6875
11308,10721.0
11309,6693.5
11310,3696.25
11311,1437.5
11312,2565.5
11313,5032.75
11314,978.1875
11315,915.6875
11316,1601.25
11317,121.5
11318,525.0
11319,2257.0
11320,583.5
11321,241.5
11322,1348.25
11323,4051.1875
11324,1208.1875
11325,1207.25
11326,504.75
11327,1484.5
11328,327.1875
11329,20.1875
11330,28.6875
11331,964.6875
11332,13763.1875
11333,12955.1875
11334,3318.6875
11335,555.5
11336,408.5
11337,2143.5
11338,645.6875
11339,1597.25
11340,2287.6875
11341,663.5
11342,1416.6875
11343,1228.6875
11344,1354.6875
11345,768.1875
11346,174.1875
11347,4823.1875
11348,2249.0
11349,2154.6875
11350,926.5
11351,1786.5
11352,263.1875
11353,23.5
11354,3.6875
11355,417.1875
11356,10428.5
11357,7371.1875
11358,6492.5
11359,1277.0
11360,1707.5
11361,2912.75
11362,481.5
11363,974.75
11364,1735.6875
11365,272.5
11366,997.25
11367,1712.25
11368,734.25
11369,1419.25
11370,14542.25
11371,267.5
11372,682.6875
11373,1201.25
11374,415.25
11375,2055.6875
11376,621.5
11377,114.75
11378,70.5
11379,461.25
11380,8838.5
11381,5373.5
11382,6433.1875
11383,816.75
11384,10038.6875
11385,1243.25
11386,1208.1875
11387,1417.25
11388,883.6875
11389,3010.6875
11390,1246.1875
11391,316.25
11392,1233.6875
11393,964.5
11394,9003.25
11395,5498.1875
11396,3034.75
11397,1660.25
11398,89.0
11399,1551.6875
11400,367.25
11401,274.5
11402,248.25
11403,68.5
11404,823.5
11405,1385.25
11406,3366.5
11407,3558.5
11408,9386.1875
11409,1018.75
11410,1740.6875
11411,226.0
11412,407.5
11413,398.1875
11414,601.1875
11415,1242.5
11416,791.5
11417,3330.6875
11418,1755.25
11419,3213.1875
11420,170.25
11421,1295.5
11422,593.25
11423,992.1875
11424,244.5
11425,227.0
11426,650.6875
11427,11.1875
11428,1388.1875
11429,165.1875
11430,1323.6875
11431,1350.5
11432,2614.25
11433,843.1875
11434,1310.0
11435,3376.6875
11436,1157.1875
11437,3784.6875
11438,2772.6875
11439,2000.5
11440,547.25
11441,32.25
11442,586.1875
11443,653.1875
11444,483.0
11445,1206.5
11446,604.6875
11447,904.6875
11448,54.6875
11449,14.6875
11450,23.1875
11451,985.5
11452,10962.5
11453,5847.5
11454,11685.6875
11455,8586.0
11456,2079.5
11457,477.5
11458,933.5
11459,194.0
11460,1149.0
11461,1185.1875
11462,1696.1875
11463,3287.1875
11464,117.25
11465,245.25
11466,3045.5
11467,645.6875
11468,294.1875
11469,2450.25
11470,108.5
11471,531.6875
11472,177.5
11473,82.1875
11474,5.1875
11475,939.25
11476,11235.0
11477,4650.1875
11478,3221.5
11479,1228.5
11480,602.25
11481,1755.6875
11482,1204.6875
11483,3015.6875
11484,3626.25
11485,782.1875
11486,190.1875
11487,701.1875
11488,2109.6875
11489,69.25
11490,5187.1875
11491,1166.75
11492,534.25
11493,1955.25
11494,449.25
11495,620.25
11496,136.6875
11497,61.5
11498,23.1875
11499,624.75
11500,10111.6875
11501,8945.0
11502,6081.25
11503,971.25
11504,1605.6875
11505,6714.5
11506,971.25
11507,2613.6875
11508,1765.25
11509,1045.6875
11510,1428.6875
11511,1650.75
11512,357.5
11513,144.1875
11514,7104.25
11515,351.1875
11516,1528.1875
11517,1461.0
11518,1649.0
11519,694.25
11520,243.1875
11521,28.6875
11522,20.75
11523,648.5
11524,10388.75
11525,10628.6875
11526,10753.1875
11527,998.1875
11528,854.0
11529,826.1875
11530,1091.1875
11531,1548.5
11532,7154.25
11533,1436.25
11534,1963.6875
11535,1205.1875
11536,174.6875
11537,324.1875
11538,786.25
11539,3803.1875
11540,1178.1875
11541,576.25
11542,602.25
11543,1590.6875
11544,261.25
11545,3.6875
11546,141.6875
11547,520.5
11548,12487.25
11549,5712.5
11550,10371.1875
11551,2525.6875
11552,1766.1875
11553,1429.5
11554,726.0
11555,351.6875
11556,793.1875
11557,778.1875
11558,2150.6875
11559,635.25
11560,1464.25
11561,1870.0
11562,4970.25
11563,3349.6875
11564,928.5
11565,351.5
11566,1329.5
11567,1697.5
11568,496.5
11569,14.1875
11570,363.1875
11571,119.25
11572,915.5
11573,568.5
11574,2241.5
11575,1124.6875
11576,7454.25
11577,1688.1875
11578,651.6875
11579,516.5
11580,858.6875
11581,151.25
11582,3043.25
11583,726.6875
11584,1121.1875
11585,1108.75
11586,1199.1875
11587,5562.25
11588,390.6875
11589,212.25
11590,630.25
11591,2234.1875
11592,1194.1875
11593,146.0
11594,700.5
11595,234.6875
11596,1485.6875
11597,221.1875
11598,18.6875
11599,1646.6875
11600,7781.5
11601,8051.1875
11602,170.6875
11603,183.6875
11604,28.6875
11605,1160.6875
11606,521.25
11607,758.6875
11608,558.0
11609,325.5
11610,365.5
11611,756.25
11612,423.6875
11613,756.6875
11614,616.5
11615,1626.6875
11616,704.1875
11617,31.25
11618,18.25
11619,554.5
11620,12894.0
11621,6609.6875
11622,3420.6875
11623,1637.6875
11624,4645.25
11625,3088.6875
11626,766.75
11627,111.1875
11628,584.6875
11629,78.1875
11630,1265.25
11631,1447.25
11632,4402.25
11633,585.5
11634,7405.25
11635,478.25
11636,792.25
11637,6492.6875
11638,909.6875
11639,1207.6875
11640,156.6875
11641,57.1875
11642,60.5
11643,984.6875
11644,12919.6875
11645,8063.5
11646,3883.6875
11647,1086.6875
11648,298.6875
11649,1715.25
11650,423.5
11651,1663.6875
11652,1750.0
11653,3162.25
11654,3489.6875
11655,1410.0
11656,4691.5
11657,352.6875
11658,2237.25
11659,645.5
11660,1253.5
11661,1796.75
11662,1517.1875
11663,1131.5
11664,24.5
11665,43.5
11666,205.25
11667,813.1875
11668,10215.25
11669,6647.1875
11670,2440.5
11671,992.75
11672,1938.75
11673,2602.75
11674,1342.6875
11675,414.25
11676,2385.5
11677,850.5
11678,622.0
11679,1905.6875
11680,15392.1875
11681,8922.5
11682,6403.6875
11683,1694.75
11684,1362.6875
11685,1560.25
11686,808.1875
11687,1143.6875
11688,246.5
11689,24.6875
11690,15.25
11691,1007.1875
11692,10041.1875
11693,8814.6875
11694,9199.6875
11695,1030.5
11696,2496.1875
11697,2530.6875
11698,995.6875
11699,1986.6875
11700,1635.6875
11701,1096.75
11702,496.5
11703,3624.5
11704,6873.6875
11705,720.5
11706,650.1875
11707,1052.25
11708,1248.6875
11709,2346.1875
11710,797.1875
11711,1417.6875
11712,522.6875
11713,58.5
11714,53.1875
11715,720.75
11716,10643.1875
11717,9451.25
11718,7601.6875
11719,185.25
11720,1642.25
11721,1683.5
11722,1098.6875
11723,128.1875
11724,47.1875
11725,35.5
11726,405.0
11727,297.6875
11728,305.6875
11729,817.25
11730,192.5
11731,2631.1875
11732,685.25
11733,1053.5
11734,6970.6875
11735,2160.25
11736,111.5
11737,16.75
11738,385.25
11739,85.25
11740,1234.6875
11741,2253.5
11742,1591.1875
11743,2246.1875
11744,2996.5
11745,1665.1875
11746,2554.6875
11747,341.6875
11748,2124.6875
11749,375.5
11750,2548.1875
11751,2746.1875
11752,2353.5
11753,5080.5
11754,3066.5
11755,1667.6875
11756,150.6875
11757,1621.6875
11758,1390.1875
11759,1916.1875
11760,96.1875
11761,138.6875
11762,926.1875
11763,146.75
11764,798.75
11765,587.25
11766,1142.5
11767,1159.6875
11768,3759.6875
11769,5730.1875
11770,612.75
11771,984.5
11772,459.5
11773,2435.1875
11774,425.0
11775,698.25
11776,735.1875
11777,727.1875
11778,299.6875
11779,4143.6875
11780,485.6875
11781,1000.1875
11782,347.0
11783,1043.1875
11784,225.1875
11785,22.5
11786,16.5
11787,1018.75
11788,13517.6875
11789,12038.1875
11790,5860.25
11791,1791.25
11792,786.25
11793,6842.0
11794,1220.6875
11795,270.5
11796,4391.1875
11797,661.6875
11798,1512.75
11799,827.5
11800,576.5
11801,1649.5
11802,7862.6875
11803,1377.1875
11804,961.1875
11805,661.25
11806,1217.1875
11807,995.25
11808,302.25
11809,93.5
11810,24.0
11811,877.1875
11812,11248.6875
11813,8244.5
11814,267.1875
11815,178.5
11816,1216.6875
11817,3192.25
11818,1508.1875
11819,1670.75
11820,961.5
11821,571.25
11822,868.5
11823,422.6875
11824,483.1875
11825,353.6875
11826,509.1875
11827,5952.6875
11828,969.1875
11829,1926.6875
11830,1613.0
11831,940.75
11832,333.25
11833,3.25
11834,29.6875
11835,728.6875
11836,11637.1875
11837,6630.6875
11838,1253.0
11839,1056.5
11840,512.1875
11841,24881.25
11842,1304.25
11843,666.1875
11844,1814.1875
11845,1377.1875
11846,361.0
11847,305.0
11848,1590.1875
11849,446.1875
11850,3882.75
11851,684.5
11852,663.1875
11853,3538.6875
11854,2662.25
11855,986.0
11856,143.5
11857,126.0
11858,78.5
11859,734.0
11860,14670.6875
11861,9134.1875
11862,6892.75
11863,660.75
11864,509.0
11865,3605.5
11866,2734.75
11867,908.5
11868,1382.25
11869,701.0
11870,3333.6875
11871,1110.6875
11872,1076.75
11873,1810.6875
11874,579.6875
11875,4273.0
11876,252.6875
11877,643.5
11878,1543.1875
11879,1144.5
11880,887.1875
11881,124.1875
11882,20.25
11883,793.6875
11884,9654.6875
11885,8463.5
11886,7120.1875
11887,1106.1875
11888,1850.25
11889,3064.5
11890,1059.5
11891,1976.6875
11892,781.25
11893,970.5
11894,705.25
11895,577.1875
11896,2654.6875
11897,272.25
11898,209.6875
11899,4488.6875
11900,544.5
11901,224.6875
11902,1425.6875
11903,4287.25
11904,538.6875
11905,199.5
11906,134.25
11907,338.25
11908,1653.0
11909,894.6875
11910,571.5
11911,8036.1875
11912,9908.75
11913,899.6875
11914,1506.6875
11915,4251.6875
11916,3192.6875
11917,740.5
11918,397.1875
11919,2098.6875
11920,2685.6875
11921,7076.25
11922,1733.6875
11923,1431.5
11924,153.6875
11925,602.25
11926,429.1875
11927,3782.75
11928,616.5
11929,376.1875
11930,385.1875
11931,35.25
11932,1382.6875
11933,281.1875
11934,271.1875
11935,2440.5
11936,8264.1875
11937,6053.1875
11938,1128.1875
11939,3729.1875
11940,1371.6875
11941,1030.6875
11942,1279.6875
11943,1239.5
11944,965.1875
11945,675.1875
11946,168.1875
11947,959.6875
11948,283.0
11949,412.25
11950,176.25
11951,283.1875
11952,317.6875
11953,76.25
11954,104.5
11955,472.25
11956,13450.25
11957,6895.25
11958,3709.6875
11959,1185.5
11960,28283.1875
11961,10920.6875
11962,546.6875
11963,467.1875
11964,803.0
11965,388.5
11966,1144.25
11967,1157.25
11968,414.6875
11969,377.1875
11970,14578.25
11971,1190.1875
11972,178.6875
11973,2858.25
11974,1628.1875
11975,1139.0
11976,154.5
11977,73.6875
11978,20.1875
11979,563.1875
11980,15310.1875
11981,12982.25
11982,2352.75
11983,4485.1875
11984,858.1875
11985,2350.0
11986,340.1875
11987,358.5
11988,512.75
11989,319.25
11990,640.25
11991,1095.5
11992,141.1875
11993,28.75
11994,1896.5
11995,1737.1875
11996,654.6875
11997,1630.6875
11998,627.5
11999,1037.1875
12000,202.6875
12001,4.75
12002,22.5
12003,719.6875
12004,12236.1875
12005,8690.1875
12006,2892.1875
12007,283.25
12008,678.6875
12009,6813.1875
12010,640.75
12011,667.6875
12012,1606.1875
12013,451.5
12014,415.25
12015,5181.5
12016,212.1875
12017,2213.1875
12018,3062.25
12019,670.6875
12020,1100.75
12021,3855.6875
12022,843.5
12023,1163.0
12024,195.0
12025,13.1875
12026,1.6875
12027,621.25
12028,10800.5
12029,8647.25
12030,8599.25
12031,399.5
12032,403.1875
12033,1818.1875
12034,910.25
12035,290.1875
12036,853.6875
12037,214.75
12038,1293.6875
12039,61.25
12040,66.1875
12041,412.5
12042,1186.1875
12043,1500.6875
12044,198.25
12045,991.5
12046,669.6875
12047,1488.6875
12048,228.75
12049,61.6875
12050,149.6875
12051,683.6875
12052,12705.25
12053,7272.5
12054,3802.25
12055,935.6875
12056,766.6875
12057,3711.5
12058,4602.0
12059,396.25
12060,700.6875
12061,235.6875
12062,1707.1875
12063,1420.5
12064,1869.0
12065,252.6875
12066,98.1875
12067,2646.6875
12068,21.25
12069,753.6875
12070,1546.25
12071,4264.0
12072,873.6875
12073,62.6875
12074,179.6875
12075,58.6875
12076,1401.1875
12077,530.75
12078,314.75
12079,4054.5
12080,7385.6875
12081,1392.6875
12082,1491.5
12083,3665.25
12084,233.1875
12085,118.6875
12086,12583.25
12087,88.6875
12088,1981.0
12089,293.6875
12090,313.0
12091,3508.5
12092,247.5
12093,2577.6875
12094,189.6875
12095,2810.6875
12096,635.0
12097,63.6875
12098,1092.1875
12099,5.6875
12100,912.1875
12101,2526.5
12102,3517.25
12103,804.6875
12104,2004.25
12105,4636.25
12106,1192.1875
12107,1862.1875
12108,1382.75
12109,551.1875
12110,523.5
12111,1337.1875
12112,1358.6875
12113,128.5
12114,543.25
12115,1323.0
12116,405.25
12117,343.5
12118,713.6875
12119,262.5
12120,501.5
12121,9.1875
12122,11.1875
12123,600.1875
12124,17706.6875
12125,8980.5
12126,1316.1875
12127,1588.5
12128,2938.6875
12129,4443.5
12130,1882.5
12131,659.6875
12132,893.6875
12133,335.5
12134,606.75
12135,1316.25
12136,1241.5
12137,3277.1875
12138,2322.75
12139,210.5
12140,678.5
12141,1529.1875
12142,528.1875
12143,722.25
12144,254.75
12145,115.25
12146,40.6875
12147,886.5
12148,11486.0
12149,11005.6875
12150,3946.6875
12151,3061.25
12152,2229.6875
12153,839.25
12154,2027.1875
12155,761.1875
12156,1279.6875
12157,171.1875
12158,2774.75
12159,3089.1875
12160,314.5
12161,1372.75
12162,2447.6875
12163,2620.1875
12164,314.1875
12165,498.5
12166,840.5
12167,1438.6875
12168,456.5
12169,38.75
12170,21.1875
12171,563.1875
12172,14483.1875
12173,11368.5
12174,3556.25
12175,517.5
12176,2286.5
12177,1013.1875
12178,8342.0
12179,611.0
12180,415.25
12181,620.5
12182,925.25
12183,4792.6875
12184,1387.5
12185,5615.6875
12186,4006.1875
12187,2018.1875
12188,1093.5
12189,2087.1875
12190,508.75
12191,1562.1875
12192,544.6875
12193,36.5
12194,74.75
12195,773.25
12196,15590.25
12197,10086.6875
12198,2583.5
12199,2181.1875
12200,1867.1875
12201,1438.6875
12202,1107.1875
12203,882.6875
12204,683.6875
12205,2957.25
12206,830.25
12207,5258.1875
12208,43525.0
12209,696.6875
12210,2820.6875
12211,4303.6875
12212,4800.5
12213,1871.5
12214,422.6875
12215,747.25
12216,291.6875
12217,128.1875
12218,34.75
12219,432.75
12220,10934.6875
12221,6644.5
12222,2706.5
12223,3452.6875
12224,444.5
12225,3196.6875
12226,1265.0
12227,2026.5
12228,417.6875
12229,2817.0
12230,1233.5
12231,193.5
12232,87.6875
12233,1809.5
12234,575.5
12235,1036.1875
12236,499.5
12237,790.0
12238,568.5
12239,4168.6875
12240,474.1875
12241,136.75
12242,102.25
12243,140.75
12244,1787.6875
12245,328.5
12246,1266.1875
12247,1275.1875
12248,6024.5
12249,3459.25
12250,626.75
12251,764.25
12252,359.25
12253,782.6875
12254,225.5
12255,2273.6875
12256,2296.75
12257,724.75
12258,164.25
12259,2864.75
12260,699.5
12261,330.5
12262,468.6875
12263,2463.5
12264,184.5
12265,149.1875
12266,496.1875
12267,14.1875
12268,788.1875
12269,413.1875
12270,219.5
12271,3836.1875
12272,8475.6875
12273,2682.1875
12274,1912.5
12275,6117.1875
12276,2369.6875
12277,228.75
12278,168.6875
12279,1371.1875
12280,159.1875
12281,1961.1875
12282,1005.25
12283,2829.25
12284,213.6875
12285,1023.1875
12286,438.1875
12287,2274.1875
12288,481.6875
12289,19.5
12290,344.75
12291,10.6875
12292,863.1875
12293,492.25
12294,100.6875
12295,1153.1875
12296,5448.1875
12297,3864.1875
12298,494.1875
12299,1021.5
12300,75.1875
12301,729.6875
12302,429.0
12303,259.25
12304,768.5
12305,335.5
12306,545.25
12307,778.25
12308,378.1875
12309,956.1875
12310,1050.75
12311,516.6875
12312,553.1875
12313,7.25
12314,28.5
12315,676.6875
12316,14544.6875
12317,4891.1875
12318,2009.25
12319,1733.25
12320,641.1875
12321,2342.75
12322,409.25
12323,1204.25
12324,318.5
12325,2124.75
12326,2030.25
12327,1338.5
12328,1067.5
12329,289.5
12330,13775.5
12331,1546.5
12332,1280.1875
12333,2367.6875
12334,719.1875
12335,301.25
12336,158.6875
12337,75.6875
12338,60.25
12339,207.5
12340,17556.5
12341,10354.6875
12342,2102.1875
12343,2902.1875
12344,1052.6875
12345,3369.6875
12346,456.6875
12347,967.25
12348,1266.25
12349,608.25
12350,1393.5
12351,3139.6875
12352,370.5
12353,2065.6875
12354,13561.25
12355,2279.25
12356,1473.6875
12357,1870.25
12358,2372.75
12359,563.5
12360,309.5
12361,19.1875
12362,14.75
12363,187.5
12364,15256.6875
12365,8605.6875
12366,5462.1875
12367,3233.1875
12368,641.1875
12369,785.1875
12370,1588.25
12371,3983.5
12372,933.5
12373,594.5
12374,1209.25
12375,3673.6875
12376,5682.25
12377,531.1875
12378,1164.5
12379,1350.1875
12380,423.5
12381,1585.6875
12382,1126.1875
12383,1830.25
12384,270.6875
12385,84.25
12386,101.0
12387,578.75
12388,11390.1875
12389,5624.25
12390,1300.25
12391,3818.1875
12392,695.6875
12393,1839.5
12394,1090.0
12395,458.5
12396,6983.6875
12397,1336.5
12398,110.6875
12399,980.1875
12400,548.1875
12401,98.6875
12402,1217.1875
12403,461.1875
12404,746.0
12405,324.5
12406,877.6875
12407,1774.6875
12408,1163.1875
12409,177.5
12410,365.25
12411,190.6875
12412,2122.1875
12413,5245.5
12414,254.0
12415,5620.25
12416,6219.6875
12417,2188.25
12418,3832.25
12419,108.1875
12420,442.1875
12421,1720.25
12422,141.1875
12423,2209.6875
12424,464.1875
12425,228.6875
12426,729.6875
12427,4380.25
12428,480.5
12429,804.1875
12430,96.5
12431,3519.6875
12432,589.6875
12433,233.5
12434,380.6875
12435,72.1875
12436,9573.5
12437,1690.6875
12438,416.6875
12439,3861.6875
12440,502.75
12441,227.25
12442,737.5
12443,178.5
12444,123.6875
12445,40.6875
12446,495.6875
12447,3767.6875
12448,693.1875
12449,848.6875
12450,805.25
12451,87.1875
12452,1096.1875
12453,255.6875
12454,304.6875
12455,973.25
12456,669.1875
12457,129.6875
12458,7.25
12459,211.5
12460,3843.5
12461,8192.1875
12462,5426.1875
12463,886.25
12464,1437.25
12465,4156.6875
12466,637.5
12467,1401.5
12468,222.75
12469,153.1875
12470,3890.0
12471,2026.6875
12472,100.6875
12473,479.1875
12474,6538.25
12475,178.5
12476,1212.75
12477,525.6875
12478,878.0
12479,450.1875
12480,384.25
12481,39.5
12482,70.6875
12483,814.1875
12484,14973.1875
12485,16171.1875
12486,768.6875
12487,257.1875
12488,1409.25
12489,2093.1875
12490,302.75
12491,3185.25
12492,2138.1875
12493,248.6875
12494,302.0
12495,359.6875
12496,666.1875
12497,1377.1875
