,Variance
241,73.25
242,9.5
243,336.6875
244,8915.25
245,12545.0
246,8878.6875
247,1946.75
248,2061.1875
249,1326.5
250,351.1875
251,924.75
252,1693.5
253,368.6875
254,561.6875
255,1319.1875
256,771.5
257,2703.1875
258,9559.6875
259,1317.6875
260,1134.25
261,981.25
262,833.5
263,846.0
264,492.75
265,36.75
266,13.1875
267,287.1875
268,9869.5
269,11729.0
270,8495.1875
271,329.1875
272,3004.75
273,396.6875
274,330.25
275,598.5
276,722.75
277,970.6875
278,216.1875
279,1346.1875
280,603.25
281,184.75
282,1220.1875
283,4024.25
284,1107.25
285,1354.1875
286,1362.75
287,1281.1875
288,225.0
289,8.75
290,26.1875
291,451.1875
292,6097.5
293,4518.5
294,5076.25
295,498.6875
296,1166.75
297,1728.5
298,866.6875
299,814.1875
300,59.1875
301,661.5
302,453.6875
303,171.1875
304,2296.6875
305,136.25
306,525.1875
307,1006.5
308,313.5
309,501.6875
310,987.25
311,1965.6875
312,699.6875
313,198.6875
314,281.1875
315,61.5
316,1478.5
317,563.25
318,1173.6875
319,7064.1875
320,9014.1875
321,4471.6875
322,2333.25
323,1298.1875
324,2088.75
325,1209.0
326,1066.6875
327,317.25
328,2187.6875
329,1377.25
330,617.6875
331,3948.5
332,120.25
333,723.5
334,339.1875
335,2096.1875
336,351.5
337,90.1875
338,794.6875
339,24.1875
340,343.25
341,87.25
342,137.25
343,3258.5
344,3734.1875
345,2558.1875
346,1695.1875
347,1173.5
348,1627.25
349,978.75
350,169.0
351,581.0
352,625.25
353,2641.25
354,4358.0
355,287.5
356,489.6875
357,177.5
358,327.1875
359,808.6875
360,497.1875
361,26.1875
362,60.6875
363,54.6875
364,4284.1875
365,2431.5
366,528.5
367,7356.25
368,1093.1875
369,2.1875
370,938.6875
371,1484.25
372,562.1875
373,174.6875
374,1334.25
375,1928.6875
376,613.6875
377,969.6875
378,1204.6875
379,1228.75
380,2666.0
381,1096.6875
382,1282.25
383,422.5
384,235.6875
385,63.1875
386,27.0
387,292.25
388,12341.5
389,14400.5
390,6834.1875
391,2437.25
392,10020.5
393,3753.5
394,48.5
395,914.0
396,676.6875
397,2077.0
398,3622.5
399,1029.0
400,3197.25
401,289.5
402,40.6875
403,3449.1875
404,1649.1875
405,623.25
406,934.1875
407,528.6875
408,461.6875
409,28.5
410,44.6875
411,397.5
412,9107.0
413,11686.6875
414,7603.6875
415,946.6875
416,277.25
417,31208.1875
418,9658.25
419,1475.25
420,2139.5
421,834.5
422,62.1875
423,1155.5
424,585.5
425,2438.75
426,1871.1875
427,1523.25
428,1294.1875
429,865.6875
430,802.25
431,704.25
432,250.25
433,79.5
434,77.5
435,382.5
436,8620.6875
437,11522.1875
438,5082.0
439,108.5
440,588.1875
441,1245.6875
442,804.6875
443,1396.5
444,2112.75
445,371.25
446,767.1875
447,4115.1875
448,1165.25
449,4287.25
450,1032.6875
451,490.1875
452,2441.0
453,940.25
454,1576.6875
455,978.6875
456,152.6875
457,19.25
458,49.25
459,545.0
460,7005.6875
461,7833.1875
462,4131.1875
463,1195.0
464,357.6875
465,1144.6875
466,1569.6875
467,472.1875
468,888.5
469,173.0
470,44.6875
471,4046.0
472,460.6875
473,895.5
474,1772.1875
475,1175.1875
476,684.6875
477,234.6875
478,1362.6875
479,1408.5
480,763.25
481,300.25
482,541.1875
483,13.6875
484,528.1875
485,425.6875
486,893.1875
487,8339.6875
488,22200.6875
489,713.25
490,2742.5
491,1933.1875
492,1219.6875
493,120.5
494,753.25
495,1754.0
496,1106.75
497,2160.6875
498,1773.5
499,1719.1875
500,156.5
501,222.5
502,564.5
503,1168.25
504,256.1875
505,98.5
506,718.0
507,38.6875
508,765.25
509,519.25
510,241.6875
511,1553.25
512,2188.1875
513,5373.25
514,1057.5
515,606.1875
516,1159.1875
517,838.1875
518,401.1875
519,130.6875
520,713.25
521,356.5
522,215.6875
523,565.25
524,524.5
525,169.25
526,49.1875
527,204.1875
528,127.5
529,44.6875
530,35.1875
531,456.5
532,9351.6875
533,10206.1875
534,5836.1875
535,5095.25
536,3915.25
537,3032.1875
538,33.6875
539,442.1875
540,818.5
541,526.5
542,2049.1875
543,10094.75
544,578.25
545,3260.1875
546,8512.1875
547,2145.6875
548,596.25
549,1421.25
550,696.75
551,744.0
552,69.6875
553,127.6875
554,57.5
555,542.25
556,9627.1875
557,10590.5
558,8082.1875
559,1552.25
560,1933.25
561,246.5
562,4724.1875
563,962.25
564,544.25
565,1300.75
566,1503.6875
567,4218.1875
568,451.25
569,54.1875
570,7322.25
571,2776.25
572,807.5
573,873.6875
574,406.5
575,1012.6875
576,110.25
577,15.6875
578,58.5
579,392.6875
580,7664.1875
581,14417.6875
582,10117.25
583,1039.6875
584,1241.6875
585,2051.1875
586,28956.5
587,1014.1875
588,1063.6875
589,309.6875
590,716.25
591,3843.5
592,720.5
593,3081.25
594,930.5
595,4547.5
596,167.1875
597,3568.6875
598,908.1875
599,703.1875
600,249.6875
601,66.5
602,63.6875
603,520.25
604,5886.5
605,11723.6875
606,9631.6875
607,1416.5
608,292.25
609,6798.25
610,666.6875
611,951.25
612,830.1875
613,1153.6875
614,3125.5
615,7779.6875
616,437.1875
617,1204.5
618,1583.5
619,1745.25
620,518.0
621,1291.1875
622,2314.6875
623,323.25
624,120.25
625,75.6875
626,132.5
627,834.1875
628,5702.0
629,11875.1875
630,14316.5
631,2871.6875
632,580.6875
633,603.1875
634,385.1875
635,159.1875
636,1014.1875
637,378.5
638,878.1875
639,1856.1875
640,539.0
641,643.25
642,190.1875
643,2178.5
644,549.1875
645,321.25
646,480.25
647,2613.6875
648,437.0
649,72.5
650,28.25
651,132.75
652,629.1875
653,1265.5
654,862.25
655,3803.6875
656,3705.6875
657,1302.75
658,1300.75
659,342.0
660,956.25
661,1494.6875
662,287.5
663,2522.5
664,798.5
665,171.0
666,2419.25
667,183.5
668,222.75
669,236.1875
670,2444.1875
671,2436.1875
672,77.1875
673,149.6875
674,889.1875
675,122.75
676,742.1875
677,867.6875
678,575.6875
679,1338.6875
680,1681.6875
681,4028.1875
682,1568.75
683,1949.1875
684,639.5
685,3772.25
686,687.6875
687,846.6875
688,341.0
689,1410.5
690,1428.5
691,771.6875
692,133.25
693,682.25
694,33.1875
695,558.0
696,330.6875
697,30.6875
698,34.1875
699,384.6875
700,11557.1875
701,5040.6875
702,9544.6875
703,132.6875
704,799.6875
705,2195.0
706,386.1875
707,1674.5
708,495.6875
709,146.6875
710,2470.5
711,4029.1875
712,779.0
713,3782.0
714,4103.1875
715,3728.6875
716,1481.1875
717,2200.1875
718,1238.6875
719,1053.6875
720,50.1875
721,20.6875
722,5.25
723,659.25
724,7722.1875
725,12777.6875
726,6288.1875
727,408.6875
728,1058.1875
729,2578.25
730,316.1875
731,654.1875
732,538.25
733,518.1875
734,666.6875
735,2147.0
736,915.6875
737,4333.25
738,532.6875
739,8332.25
740,738.5
741,1535.25
742,3027.6875
743,168.0
744,159.25
745,6.1875
746,8.5
747,249.6875
748,7342.5
749,12595.5
750,10395.1875
751,686.75
752,687.1875
753,1438.5
754,388.0
755,1790.1875
756,1621.6875
757,288.5
758,1891.25
759,6726.0
760,4601.1875
761,1243.25
762,822.1875
763,608.75
764,346.25
765,1601.1875
766,3232.25
767,586.25
768,13.5
769,11.1875
770,53.1875
771,227.1875
772,8245.6875
773,9452.5
774,6448.0
775,2634.6875
776,11988.5
777,5546.1875
778,313.5
779,1495.25
780,191.1875
781,1509.1875
782,815.5
783,3088.6875
784,5309.1875
785,2692.6875
786,642.25
787,1751.6875
788,234.6875
789,565.25
790,4389.5
791,704.1875
792,142.1875
793,103.5
794,22.6875
795,464.1875
796,6750.1875
797,10000.25
798,13322.75
799,141.5
800,431.1875
801,2096.75
802,771.6875
803,704.6875
804,875.0
805,224.1875
806,3699.5
807,3407.25
808,1520.25
809,766.25
810,1072.25
811,2668.5
812,936.1875
813,864.6875
814,1223.6875
815,1928.1875
816,515.25
817,222.1875
818,196.5
819,90.5
820,387.25
821,1356.6875
822,685.6875
823,3797.6875
824,6823.1875
825,4452.5
826,931.6875
827,1680.25
828,2013.5
829,2416.5
830,697.5
831,4674.25
832,2076.25
833,910.5
834,339.5
835,2338.6875
836,849.25
837,598.5
838,2087.5
839,1596.1875
840,164.6875
841,20.6875
842,500.6875
843,22.5
844,970.5
845,20.1875
846,120.5
847,2630.1875
848,3376.6875
849,4081.1875
850,730.25
851,3193.6875
852,2950.25
853,584.1875
854,1093.6875
855,2663.1875
856,67.5
857,889.0
858,1208.5
859,9997.1875
860,7306.6875
861,2268.6875
862,616.1875
863,399.1875
864,86.1875
865,13.1875
866,7.25
867,387.25
868,8546.1875
869,8420.0
870,4120.25
871,3068.6875
872,458.0
873,1600.1875
874,462.5
875,1800.6875
876,1606.1875
877,1116.5
878,2222.75
879,2062.25
880,3767.25
881,1104.6875
882,2761.5
883,945.5
884,309.6875
885,1325.25
886,1020.5
887,148.6875
888,155.1875
889,67.5
890,43.6875
891,588.1875
892,9031.5
893,11424.75
894,2154.6875
895,380.6875
896,369.0
897,3068.1875
898,121.25
899,663.6875
900,1381.0
901,498.5
902,3532.75
903,2511.25
904,1784.5
905,726.6875
906,1773.1875
907,1513.6875
908,183.6875
909,860.25
910,1353.6875
911,679.6875
912,41.5
913,25.25
914,74.25
915,252.6875
916,7835.25
917,12260.75
918,5769.0
919,1618.5
920,1400.1875
921,1952.6875
922,1559.1875
923,1032.1875
924,493.5
925,222.1875
926,1470.6875
927,5443.6875
928,551.1875
929,745.25
930,549.25
931,3048.5
932,924.6875
933,491.5
934,1736.0
935,668.75
936,176.0
937,143.1875
938,48.1875
939,500.1875
940,9038.1875
941,9870.1875
942,5258.1875
943,2336.1875
944,126.1875
945,1199.1875
946,446.0
947,100.1875
948,409.6875
949,119.6875
950,1365.6875
951,7048.5
952,2422.0
953,1176.75
954,7237.6875
955,6632.25
956,881.0
957,269.1875
958,2776.1875
959,822.6875
960,884.75
961,57.25
962,0.6875
963,464.1875
964,7024.5
965,12946.5
966,10400.1875
967,864.25
968,1941.5
969,4362.5
970,847.25
971,331.5
972,988.25
973,198.5
974,286.1875
975,3386.1875
976,1014.5
977,273.5
978,653.6875
979,3516.6875
980,738.5
981,66.6875
982,1749.6875
983,2078.25
984,978.6875
985,219.5
986,186.5
987,57.1875
988,962.75
989,1797.5
990,2457.1875
991,6677.25
992,7600.25
993,10170.6875
994,5976.5
995,17128.1875
996,12643.25
997,375.25
998,394.6875
999,2572.25
1000,1861.1875
1001,784.1875
1002,1212.1875
1003,2506.0
1004,857.5
1005,355.6875
1006,288.1875
1007,2607.1875
1008,869.1875
1009,146.5
1010,918.75
1011,228.5
1012,1070.1875
1013,199.25
1014,423.6875
1015,1946.25
1016,4825.6875
1017,7097.0
1018,4566.25
1019,446.25
1020,390.6875
1021,3224.25
1022,1491.0
1023,1614.6875
1024,698.6875
1025,1056.6875
1026,1173.5
1027,937.25
1028,282.6875
1029,890.0
1030,90.0
1031,895.25
1032,164.6875
1033,37.6875
1034,28.25
1035,463.1875
1036,10232.5
1037,14369.25
1038,3100.5
1039,524.5
1040,728.1875
1041,4424.25
1042,169.5
1043,233.0
1044,616.6875
1045,1134.1875
1046,1847.25
1047,5968.6875
1048,5626.25
1049,2738.5
1050,4518.5
1051,15753.6875
1052,2180.6875
1053,1416.0
1054,224.1875
1055,591.5
1056,232.1875
1057,23.1875
1058,18.6875
1059,527.25
1060,8415.6875
1061,21071.6875
1062,10463.5
1063,920.6875
1064,2157.1875
1065,7691.1875
1066,1743.1875
1067,1669.0
1068,1789.25
1069,1647.1875
1070,2004.1875
1071,4227.1875
1072,1190.1875
1073,1653.5
1074,818.25
1075,3613.5
1076,162.75
1077,933.5
1078,2266.5
1079,266.1875
1080,175.25
1081,10.25
1082,10.6875
1083,459.5
1084,8867.25
1085,12455.1875
1086,8767.6875
1087,398.75
1088,4801.1875
1089,2079.25
1090,807.6875
1091,318.5
1092,843.6875
1093,109.6875
1094,1945.25
1095,5033.1875
1096,6372.6875
1097,1472.25
1098,4358.75
1099,2355.5
1100,400.25
1101,1312.1875
1102,1022.6875
1103,651.0
1104,51.6875
1105,81.6875
1106,21.1875
1107,290.5
1108,9366.1875
1109,9668.5
1110,6378.75
1111,945.0
1112,50.25
1113,5296.25
1114,667.25
1115,359.25
1116,3312.5
1117,341.1875
1118,1880.75
1119,802.25
1120,221.1875
1121,7440.6875
1122,434.75
1123,8187.5
1124,458.5
1125,1410.5
1126,1128.6875
1127,2697.25
1128,112.6875
1129,71.25
1130,33.6875
1131,542.1875
1132,5221.25
1133,8183.1875
1134,10001.25
1135,4898.6875
1136,2239.25
1137,722.75
1138,175.25
1139,1009.25
1140,1727.6875
1141,378.0
1142,3052.6875
1143,83758.75
1144,1233.5
1145,688.75
1146,283.5
1147,2773.5
1148,118.6875
1149,138.0
1150,175.25
1151,147.6875
1152,1629.5
1153,280.75
1154,1674.0
1155,102.1875
1156,46.6875
1157,550.25
1158,456.1875
1159,958.5
1160,1455.6875
1161,3970.5
1162,4310.5
1163,625.0
1164,254.6875
1165,956.25
1166,82.25
1167,1113.1875
1168,383.1875
1169,8995.25
1170,2134.25
1171,382.75
1172,272.25
1173,8934.0
1174,13321.25
1175,866.1875
1176,561.5
1177,258.5
1178,3829.5
1179,577.5
1180,191.5
1181,114.75
1182,352.1875
1183,830.25
1184,2318.5
1185,3174.75
1186,3172.6875
1187,787.6875
1188,86.5
1189,305.1875
1190,1492.25
1191,2273.6875
1192,5772.1875
1193,808.1875
1194,2251.25
1195,700.1875
1196,53.0
1197,552.1875
1198,2054.25
1199,1092.1875
1200,1004.75
1201,112.5
1202,476.6875
1203,28.25
1204,728.0
1205,2921.5
1206,2794.6875
1207,2816.6875
1208,670.25
1209,1518.5
1210,1530.6875
1211,1002.75
1212,1128.5
1213,470.25
1214,281.1875
1215,66.25
1216,2659.25
1217,650.0
1218,4017.1875
1219,336.75
1220,327.6875
1221,207.6875
1222,1027.25
1223,1777.25
1224,1357.25
1225,233.1875
1226,45.6875
1227,17.1875
1228,778.5
1229,8487.5
1230,16387.6875
1231,7436.6875
1232,9692.6875
1233,794.1875
1234,1535.1875
1235,1257.6875
1236,977.5
1237,1011.25
1238,1241.25
1239,48.5
1240,23.6875
1241,1847.1875
1242,3828.5
1243,3182.0
1244,233.1875
1245,2644.25
1246,776.1875
1247,788.1875
1248,159.1875
1249,46.6875
1250,9.0
1251,655.6875
1252,8677.6875
1253,14493.5
1254,5076.0
1255,3647.25
1256,497.0
1257,8085.1875
1258,4306.25
1259,1432.1875
1260,1693.25
1261,188.25
1262,1632.6875
1263,700.6875
1264,2705.25
1265,562.6875
1266,2118.1875
1267,4089.5
1268,1265.0
1269,1511.6875
1270,189.5
1271,1707.0
1272,336.1875
1273,90.75
1274,30.6875
1275,552.6875
1276,9093.5
1277,14280.6875
1278,15588.5
1279,2483.5
1280,838.25
1281,1769.1875
1282,3312.5
1283,1808.75
1284,788.25
1285,2184.5
1286,824.5
1287,3902.25
1288,1058.1875
1289,334.5
1290,22.1875
1291,9204.6875
1292,1216.1875
1293,1671.6875
1294,5106.1875
1295,515.6875
1296,294.6875
1297,6.6875
1298,71.1875
1299,479.25
1300,7409.5
1301,12705.6875
1302,10026.6875
1303,47.6875
1304,2533.1875
1305,1920.6875
1306,390.5
1307,1525.5
1308,1746.1875
1309,2514.1875
1310,2523.1875
1311,2776.1875
1312,1264.6875
1313,454.0
1314,23.5
1315,3091.5
1316,536.1875
1317,26.1875
1318,2235.6875
1319,1239.1875
1320,67.25
1321,646.5
1322,463.6875
1323,48.1875
1324,923.1875
1325,937.1875
1326,611.1875
1327,7498.75
1328,5110.0
1329,2317.0
1330,810.1875
1331,440.6875
1332,1068.6875
1333,918.0
1334,1388.5
1335,975.6875
1336,1038.5
1337,173.25
1338,1094.5
1339,1821.5
1340,171.5
1341,114.75
1342,325.6875
1343,279.5
1344,379.6875
1345,355.25
1346,1760.5
1347,10.5
1348,768.1875
1349,94.5
1350,141.25
1351,1721.5
1352,1749.5
1353,5106.0
1354,1409.1875
1355,2165.5
1356,776.1875
1357,1314.6875
1358,794.1875
1359,723.6875
1360,135.6875
1361,1119.5
1362,1039.25
1363,1849.1875
1364,1242.0
1365,561.5
1366,534.75
1367,233.5
1368,166.6875
1369,66.6875
1370,8.5
1371,401.0
1372,9004.5
1373,12785.25
1374,1298.75
1375,263.5
1376,537.25
1377,346.6875
1378,855.6875
1379,397.25
1380,130.25
1381,775.25
1382,2497.5
1383,4867.5
1384,1174.6875
1385,162.25
1386,2045.25
1387,842.1875
1388,435.5
1389,998.5
1390,1101.5
1391,424.6875
1392,218.5
1393,46.6875
1394,28.25
1395,472.5
1396,8768.1875
1397,12892.5
1398,8386.25
1399,904.6875
1400,851.1875
1401,1412.1875
1402,337.25
1403,26780.1875
1404,6595.25
1405,564.5
1406,2353.5
1407,2586.5
1408,660.0
1409,1235.25
1410,2807.6875
1411,2411.6875
1412,1464.1875
1413,1587.25
1414,1345.6875
1415,1427.5
1416,199.5
1417,27.5
1418,19.0
1419,236.25
1420,8880.1875
1421,17351.5
1422,8702.25
1423,3122.1875
1424,1185.6875
1425,5694.5
1426,443.1875
1427,1904.1875
1428,448.75
1429,74.0
1430,791.1875
1431,1980.5
1432,4187.25
1433,351.25
1434,656.1875
1435,7782.5
1436,856.25
1437,1362.5
1438,2749.25
1439,504.0
1440,349.0
1441,28.75
1442,16.1875
1443,433.1875
1444,7627.25
1445,16348.6875
1446,8203.1875
1447,1075.5
1448,1615.6875
1449,3234.75
1450,1083.1875
1451,262.25
1452,280.25
1453,464.75
1454,1345.25
1455,411.6875
1456,1787.1875
1457,375.25
1458,731.6875
1459,3498.75
1460,3031.25
1461,1189.6875
1462,2327.6875
1463,1372.25
1464,516.5
1465,74.6875
1466,41.6875
1467,437.1875
1468,7080.6875
1469,10784.75
1470,12281.5
1471,141.5
1472,6418.5
1473,244.5
1474,2490.6875
1475,1374.0
1476,1730.25
1477,264.1875
1478,536.6875
1479,1562.1875
1480,414.1875
1481,275.25
1482,389.1875
1483,2174.1875
1484,804.75
1485,172.1875
1486,1567.25
1487,1525.6875
1488,209.1875
1489,228.6875
1490,142.75
1491,65.6875
1492,590.75
1493,1121.0
1494,1055.1875
1495,6804.5
1496,5364.5
1497,7704.6875
1498,3360.0
1499,2054.5
1500,841.25
1501,1274.5
1502,1364.6875
1503,577.1875
1504,1490.6875
1505,673.5
1506,437.6875
1507,2608.25
1508,514.75
1509,652.6875
1510,631.25
1511,3581.6875
1512,432.1875
1513,204.1875
1514,745.5
1515,96.6875
1516,501.5
1517,398.0
1518,640.75
1519,2543.6875
1520,2477.1875
1521,5606.6875
1522,4030.6875
1523,1442.0
1524,1274.6875
1525,1892.1875
1526,230.1875
1527,489.6875
1528,167.5
1529,694.6875
1530,120.6875
1531,1333.1875
1532,1059.5
1533,428.6875
1534,956.6875
1535,1373.1875
1536,606.5
1537,175.6875
1538,5.6875
1539,533.1875
1540,9774.1875
1541,11840.25
1542,5642.25
1543,1043.5
1544,120.6875
1545,1281.1875
1546,162.6875
1547,776.1875
1548,341.1875
1549,563.6875
1550,2542.25
1551,5422.75
1552,274.5
1553,1907.25
1554,14882.1875
1555,484.1875
1556,808.5
1557,1169.1875
1558,1736.75
1559,920.25
1560,230.0
1561,54.1875
1562,59.1875
1563,811.6875
1564,8271.6875
1565,15324.25
1566,5314.1875
1567,1382.1875
1568,1334.25
1569,1553.1875
1570,2053.6875
1571,83.6875
1572,114.1875
1573,974.25
1574,482.1875
1575,1214.1875
1576,589.6875
1577,925.5
1578,322.6875
1579,1091.5
1580,981.0
1581,1602.75
1582,1090.1875
1583,638.6875
1584,85.6875
1585,159.6875
1586,64.75
1587,217.5
1588,11670.1875
1589,19824.6875
1590,7154.1875
1591,2821.25
1592,1881.5
1593,3628.6875
1594,170.75
1595,253.5
1596,1807.25
1597,724.1875
1598,1336.5
1599,1105.6875
1600,144.5
1601,281.5
1602,745.0
1603,3067.25
1604,410.25
1605,942.75
1606,2507.5
1607,292.0
1608,66.6875
1609,71.1875
1610,28.5
1611,326.1875
1612,14858.6875
1613,15342.75
1614,8656.25
1615,53248.5
1616,29004.6875
1617,7795.6875
1618,4857.6875
1619,2235.5
1620,951.5
1621,799.25
1622,863.1875
1623,521.0
1624,3729.6875
1625,1214.25
1626,1476.6875
1627,3552.0
1628,171.6875
1629,2477.1875
1630,1584.1875
1631,886.5
1632,353.6875
1633,20.6875
1634,41.6875
1635,502.1875
1636,5754.5
1637,11127.6875
1638,7472.25
1639,121.1875
1640,645.1875
1641,3723.5
1642,138.1875
1643,3922.1875
1644,462.6875
1645,1804.6875
1646,2137.5
1647,2609.25
1648,814.0
1649,932.6875
1650,1418.1875
1651,4127.1875
1652,74.0
1653,605.1875
1654,339.5
1655,1168.75
1656,242.75
1657,75.6875
1658,233.0
1659,94.25
1660,563.5
1661,3842.5
1662,3627.1875
1663,5509.25
1664,10433.6875
1665,168.5
1666,1961.6875
1667,711.5
1668,1152.0
1669,290.75
1670,585.6875
1671,27448.5
1672,7141.5
1673,70.25
1674,1008.1875
1675,2872.1875
1676,133.25
1677,12.6875
1678,1082.6875
1679,1928.6875
1680,878.1875
1681,381.25
1682,745.5
1683,591.6875
1684,1179.5
1685,2899.1875
1686,2440.1875
1687,1773.6875
1688,2336.0
1689,6342.75
1690,1411.5
1691,232.25
1692,532.5
1693,566.5
1694,251.6875
1695,278.5
1696,808.6875
1697,1304.25
1698,417.1875
1699,921.6875
1700,555.6875
1701,255.5
1702,566.6875
1703,346.75
1704,470.1875
1705,13.1875
1706,39.6875
1707,377.25
1708,9530.6875
1709,15339.1875
1710,4145.6875
1711,1397.6875
1712,294.1875
1713,1767.5
1714,234.1875
1715,1588.6875
1716,654.25
1717,851.25
1718,833.6875
1719,391.5
1720,1320.1875
1721,2190.6875
1722,2517.6875
1723,936.1875
1724,442.25
1725,294.1875
1726,1164.1875
1727,756.75
1728,224.75
1729,26.1875
1730,22.1875
1731,317.1875
1732,6962.25
1733,12831.1875
1734,5580.25
1735,819.5
1736,1096.0
1737,5066.0
1738,581.1875
1739,204.1875
1740,369.5
1741,1031.1875
1742,529.1875
1743,88.6875
1744,638.1875
1745,349.0
1746,2723.5
1747,2082.6875
1748,650.0
1749,637.5
1750,3736.5
1751,584.25
1752,158.1875
1753,16.1875
1754,50.1875
1755,474.6875
1756,10280.0
1757,15080.25
1758,3720.5
1759,646.6875
1760,107.25
1761,1303.1875
1762,514.6875
1763,361.25
1764,1201.0
1765,1361.1875
1766,2706.5
1767,1424.1875
1768,1354.0
1769,554.6875
1770,1325.25
1771,857.25
1772,906.25
1773,238.25
1774,2384.25
1775,698.5
1776,253.6875
1777,54.75
1778,7.25
1779,648.25
1780,8604.5
1781,13076.1875
1782,8377.1875
1783,1587.6875
1784,530.0
1785,1284.0
1786,1643.6875
1787,776.6875
1788,2364.1875
1789,244.6875
1790,1241.1875
1791,8996.25
1792,14429.0
1793,598.25
1794,222.0
1795,410.0
1796,231.25
1797,2710.25
1798,4221.5
1799,849.6875
1800,200.25
1801,120.1875
1802,40.25
1803,462.75
1804,7349.5
1805,11558.6875
1806,7941.6875
1807,530.5
1808,44.75
1809,1824.6875
1810,43.25
1811,816.5
1812,1775.6875
1813,3061.25
1814,1629.5
1815,2259.1875
1816,1628.1875
1817,695.5
1818,495.6875
1819,329.25
1820,2381.1875
1821,1985.1875
1822,1457.1875
1823,1924.25
1824,1527.1875
1825,635.25
1826,1785.6875
1827,195.1875
1828,649.5
1829,1043.5
1830,2160.75
1831,3533.5
1832,8447.5
1833,5635.25
1834,487.1875
1835,725.25
1836,315.6875
1837,7448.1875
1838,870.6875
1839,959.6875
1840,2051.1875
1841,1408.5
1842,1354.25
1843,5043.1875
1844,1046.25
1845,4096.6875
1846,1475.1875
1847,815.6875
1848,303.5
1849,300.25
1850,554.6875
1851,19.6875
1852,838.1875
1853,164.1875
1854,957.1875
1855,1268.1875
1856,5725.5
1857,5094.0
1858,1068.6875
1859,1039.25
1860,4631.5
1861,1391.1875
1862,459.6875
1863,1369.6875
1864,230.0
1865,66.25
1866,240.5
1867,61.0
1868,450.6875
1869,1112.6875
1870,878.0
1871,1063.5
1872,463.1875
1873,196.1875
1874,35.1875
1875,473.1875
1876,11482.5
1877,13842.6875
1878,1652.6875
1879,2506.5
1880,373.5
1881,400.5
1882,763.6875
1883,238.5
